,age,gender,grade,height,weight,helmet,active,lifting
8084,16.0,female,11.0,1.6,51.71,not riding,2.0,2.0
8085,16.0,female,11.0,1.68,63.5,not riding,2.0,1.0
8086,16.0,female,11.0,1.68,49.9,never,2.0,2.0
8087,16.0,female,11.0,1.7,99.79,never,2.0,1.0
8088,16.0,female,11.0,1.5,36.29,not riding,2.0,2.0
8089,16.0,female,11.0,1.55,58.97,not riding,2.0,2.0
8090,16.0,female,11.0,1.68,68.04,never,2.0,1.0
8091,16.0,female,11.0,1.7,56.7,not riding,2.0,1.0
8092,16.0,female,9.0,1.63,97.07,never,2.0,2.0
8093,16.0,female,9.0,1.47,42.18,never,2.0,1.0
8094,16.0,female,9.0,1.6,63.05,never,2.0,2.0
8095,16.0,female,11.0,1.55,61.24,not riding,2.0,2.0
8096,16.0,female,10.0,1.63,53.52,not riding,2.0,2.0
8097,16.0,female,9.0,1.55,49.9,sometimes,2.0,2.0
8098,16.0,female,11.0,1.57,68.04,not riding,2.0,2.0
8099,16.0,female,11.0,1.5,61.24,not riding,2.0,2.0
8100,16.0,female,10.0,1.65,48.08,never,2.0,2.0
8101,16.0,female,10.0,1.73,61.24,never,2.0,1.0
8102,16.0,female,10.0,1.65,48.08,rarely,1.0,1.0
8103,16.0,female,10.0,1.73,52.16,never,1.0,1.0
8104,16.0,female,10.0,1.55,69.4,sometimes,2.0,1.0
8105,16.0,female,10.0,1.68,63.96,never,2.0,2.0
8106,16.0,female,10.0,1.68,69.85,never,2.0,2.0
8107,16.0,female,10.0,1.57,56.7,not riding,2.0,1.0
8108,16.0,female,10.0,1.57,61.24,not riding,1.0,1.0
8109,16.0,female,10.0,1.6,63.96,most of the time,1.0,1.0
8110,16.0,female,11.0,1.68,52.16,never,1.0,2.0
8111,16.0,female,10.0,1.65,58.97,not riding,1.0,1.0
8112,16.0,female,11.0,1.6,57.61,never,2.0,2.0
8113,16.0,female,11.0,1.52,49.44,never,2.0,2.0
8114,16.0,female,10.0,1.7,63.5,never,2.0,2.0
8115,16.0,female,10.0,1.75,88.45,not riding,2.0,2.0
8116,16.0,female,10.0,1.52,54.43,never,1.0,1.0
8117,16.0,female,11.0,1.55,48.99,never,2.0,2.0
8118,16.0,female,11.0,1.57,41.73,sometimes,2.0,2.0
8119,16.0,female,11.0,1.5,52.16,never,2.0,2.0
8120,16.0,female,11.0,1.52,65.77,not riding,2.0,1.0
8121,16.0,female,11.0,1.73,56.7,not riding,2.0,2.0
8122,16.0,female,11.0,1.57,53.98,rarely,2.0,1.0
8123,16.0,female,11.0,1.55,58.97,never,2.0,2.0
8124,16.0,female,11.0,1.68,45.36,not riding,2.0,2.0
8125,16.0,female,11.0,1.63,49.9,not riding,2.0,2.0
8126,16.0,female,9.0,1.63,83.46,never,2.0,2.0
8127,16.0,female,10.0,1.6,72.58,not riding,2.0,1.0
8128,16.0,female,10.0,1.6,49.9,not riding,1.0,2.0
8129,16.0,female,10.0,1.6,49.9,never,2.0,2.0
8130,16.0,female,10.0,1.7,58.97,not riding,1.0,1.0
8131,16.0,female,11.0,1.52,44.45,not riding,2.0,2.0
8132,16.0,female,11.0,1.68,57.61,never,1.0,1.0
8133,16.0,female,10.0,1.57,68.04,never,2.0,1.0
8134,16.0,female,10.0,1.5,42.64,not riding,2.0,2.0
8135,16.0,female,11.0,1.55,67.13,not riding,2.0,1.0
8136,16.0,female,11.0,1.57,49.9,never,2.0,2.0
8137,16.0,female,11.0,1.68,49.9,never,2.0,2.0
8138,16.0,female,10.0,1.73,55.79,never,2.0,2.0
8139,16.0,female,10.0,1.63,52.62,never,2.0,2.0
8140,16.0,female,11.0,1.52,49.9,not riding,1.0,2.0
8141,16.0,female,10.0,1.5,47.63,never,2.0,2.0
8142,16.0,female,10.0,1.45,45.81,not riding,2.0,2.0
8143,16.0,female,10.0,1.52,58.06,rarely,2.0,2.0
8144,16.0,female,9.0,1.7,85.73,not riding,2.0,2.0
8145,16.0,female,11.0,1.57,61.69,not riding,2.0,2.0
8146,16.0,female,10.0,1.68,61.69,not riding,2.0,2.0
8147,16.0,female,11.0,1.52,74.84,not riding,1.0,1.0
8148,16.0,female,10.0,1.5,49.9,not riding,2.0,2.0
8149,16.0,female,10.0,1.6,55.79,not riding,2.0,1.0
8150,16.0,female,11.0,1.6,72.58,rarely,2.0,2.0
8151,16.0,female,11.0,1.75,95.26,never,2.0,2.0
8152,16.0,female,10.0,1.57,50.8,never,2.0,2.0
8153,16.0,female,11.0,1.75,86.18,not riding,2.0,2.0
8154,16.0,female,11.0,1.65,65.77,rarely,2.0,2.0
8155,16.0,female,10.0,1.5,52.16,not riding,2.0,1.0
8156,16.0,female,11.0,1.7,58.97,never,1.0,1.0
8157,16.0,female,11.0,1.6,65.77,not riding,1.0,1.0
8158,16.0,female,11.0,1.6,54.43,not riding,2.0,2.0
8159,16.0,female,11.0,1.5,70.76,not riding,2.0,1.0
8160,16.0,female,10.0,1.55,58.97,sometimes,2.0,2.0
8161,16.0,female,10.0,1.57,70.76,not riding,2.0,2.0
8162,16.0,female,11.0,1.63,62.14,not riding,2.0,2.0
8163,16.0,female,11.0,1.65,54.43,not riding,2.0,1.0
8164,16.0,female,10.0,1.55,55.34,not riding,2.0,2.0
8165,16.0,female,10.0,1.63,51.71,not riding,2.0,1.0
8166,16.0,female,10.0,1.65,99.79,not riding,2.0,2.0
8167,16.0,female,10.0,1.65,54.43,most of the time,2.0,2.0
8168,16.0,female,9.0,1.52,72.58,never,2.0,2.0
8169,16.0,female,9.0,1.57,67.13,not riding,2.0,2.0
8170,16.0,female,10.0,1.8,95.26,never,2.0,1.0
8171,16.0,female,10.0,1.6,56.7,never,2.0,1.0
8172,16.0,female,9.0,1.57,54.43,not riding,2.0,2.0
8173,16.0,female,10.0,1.55,58.06,not riding,2.0,2.0
8174,16.0,female,11.0,1.68,98.88,not riding,2.0,1.0
8175,16.0,female,11.0,1.7,68.95,rarely,1.0,1.0
8176,16.0,female,10.0,1.73,55.79,not riding,2.0,2.0
8177,16.0,female,10.0,1.75,56.25,not riding,2.0,2.0
8178,16.0,female,10.0,1.55,75.75,not riding,2.0,2.0
8179,16.0,female,10.0,1.55,45.36,not riding,1.0,1.0
8180,16.0,female,10.0,1.7,81.65,never,1.0,1.0
8181,16.0,female,11.0,1.57,57.61,never,2.0,1.0
8182,16.0,female,10.0,1.73,56.7,not riding,2.0,2.0
8183,16.0,female,11.0,1.5,48.54,never,2.0,2.0
8184,16.0,female,10.0,1.57,55.79,rarely,2.0,2.0
8185,16.0,female,10.0,1.65,97.07,never,2.0,2.0
8186,16.0,female,11.0,1.55,53.52,never,2.0,1.0
8187,16.0,female,10.0,1.68,104.33,sometimes,1.0,2.0
8188,16.0,female,10.0,1.68,63.5,rarely,2.0,2.0
8189,16.0,female,10.0,1.68,88.91,never,2.0,1.0
8190,16.0,female,11.0,1.7,60.78,never,1.0,1.0
8191,16.0,female,11.0,1.73,65.77,never,1.0,1.0
8192,16.0,female,11.0,1.6,69.85,not riding,2.0,2.0
8193,16.0,female,11.0,1.68,73.94,never,2.0,1.0
8194,16.0,female,11.0,1.73,95.26,never,2.0,1.0
8195,16.0,female,11.0,1.75,64.86,not riding,2.0,1.0
8196,16.0,female,11.0,1.55,61.24,not riding,2.0,2.0
8197,16.0,female,11.0,1.68,79.38,not riding,2.0,2.0
8198,16.0,female,10.0,1.63,52.16,not riding,2.0,2.0
8199,16.0,female,10.0,1.55,70.31,never,2.0,2.0
8200,16.0,female,10.0,1.73,81.19,never,2.0,1.0
8201,16.0,female,10.0,1.65,68.04,never,1.0,1.0
8202,16.0,female,10.0,1.6,61.24,not riding,2.0,2.0
8203,16.0,female,11.0,1.63,80.29,never,1.0,2.0
8204,16.0,female,10.0,1.6,56.7,never,2.0,1.0
8205,16.0,female,10.0,1.63,45.81,never,2.0,2.0
8206,16.0,female,11.0,1.52,52.62,never,2.0,2.0
8207,16.0,female,10.0,1.63,55.79,never,2.0,1.0
8208,16.0,female,9.0,1.47,58.97,never,2.0,1.0
8209,16.0,female,10.0,1.68,45.81,not riding,2.0,1.0
8210,16.0,female,10.0,1.75,56.7,never,2.0,2.0
8211,16.0,female,10.0,1.63,85.73,not riding,1.0,1.0
8212,16.0,female,11.0,1.68,65.77,never,2.0,2.0
8213,16.0,female,11.0,1.55,42.18,not riding,2.0,2.0
8214,16.0,female,11.0,1.75,54.89,not riding,2.0,2.0
8215,16.0,female,11.0,1.57,53.07,never,1.0,1.0
8216,16.0,female,10.0,1.6,58.97,not riding,2.0,2.0
8217,16.0,female,10.0,1.5,48.54,not riding,2.0,2.0
8218,16.0,female,10.0,1.5,54.43,never,1.0,1.0
8219,16.0,female,11.0,1.68,61.24,never,2.0,2.0
8220,16.0,female,11.0,1.57,52.16,never,2.0,2.0
8221,16.0,female,11.0,1.52,65.77,never,2.0,2.0
8222,16.0,female,10.0,1.65,52.16,never,2.0,2.0
8223,16.0,female,10.0,1.6,52.16,not riding,2.0,1.0
8224,16.0,female,10.0,1.73,56.7,never,1.0,2.0
8225,16.0,female,10.0,1.57,50.8,not riding,2.0,2.0
8226,16.0,female,11.0,1.5,65.77,not riding,2.0,2.0
8227,16.0,female,10.0,1.8,92.99,not riding,2.0,1.0
8228,16.0,female,10.0,1.6,51.26,not riding,2.0,1.0
8229,16.0,female,10.0,1.68,73.48,always,2.0,1.0
8230,16.0,female,11.0,1.57,54.43,not riding,2.0,2.0
8231,16.0,female,11.0,1.57,65.77,not riding,2.0,2.0
8232,16.0,female,9.0,1.6,76.66,never,1.0,1.0
8233,16.0,female,11.0,1.63,65.77,most of the time,2.0,2.0
8234,16.0,female,9.0,1.6,49.9,never,1.0,1.0
8235,16.0,female,11.0,1.68,59.88,never,2.0,1.0
8236,16.0,female,11.0,1.6,54.43,never,2.0,1.0
8237,16.0,female,11.0,1.6,52.62,not riding,1.0,1.0
8238,16.0,female,11.0,1.63,88.45,never,2.0,1.0
8239,16.0,female,10.0,1.73,78.47,never,2.0,2.0
8240,16.0,female,10.0,1.7,58.97,never,2.0,1.0
8241,16.0,female,11.0,1.5,58.51,never,1.0,1.0
8242,16.0,female,11.0,1.68,68.95,not riding,1.0,2.0
8243,16.0,female,11.0,1.6,66.68,not riding,2.0,1.0
8244,16.0,female,10.0,1.52,47.63,never,2.0,2.0
8245,16.0,female,10.0,1.7,58.97,rarely,2.0,1.0
8246,16.0,female,11.0,1.57,55.79,never,2.0,1.0
8247,16.0,female,11.0,1.57,70.31,never,2.0,2.0
8248,16.0,female,11.0,1.65,56.7,not riding,2.0,1.0
8249,16.0,female,9.0,1.7,61.24,not riding,1.0,1.0
8250,16.0,female,9.0,1.52,62.6,not riding,2.0,2.0
8251,16.0,female,10.0,1.6,40.37,never,1.0,1.0
8252,16.0,female,10.0,1.52,52.16,not riding,2.0,2.0
8253,16.0,female,10.0,1.6,58.97,never,2.0,1.0
8254,16.0,female,10.0,1.68,49.9,rarely,2.0,2.0
8255,16.0,female,10.0,1.63,81.65,never,2.0,2.0
8256,16.0,female,10.0,1.75,63.5,never,1.0,1.0
8257,16.0,female,10.0,1.6,49.9,rarely,2.0,1.0
8258,16.0,female,10.0,1.65,52.16,always,2.0,2.0
8259,16.0,female,10.0,1.6,48.54,most of the time,2.0,1.0
8260,16.0,female,11.0,1.57,59.88,never,2.0,2.0
8261,16.0,female,11.0,1.6,61.24,not riding,2.0,2.0
8262,16.0,female,11.0,1.68,71.22,not riding,2.0,2.0
8263,16.0,female,11.0,1.55,49.9,always,2.0,2.0
8264,16.0,female,11.0,1.63,63.5,never,2.0,2.0
8265,16.0,female,10.0,1.68,52.16,never,2.0,2.0
8266,16.0,female,11.0,1.63,61.24,not riding,2.0,2.0
8267,16.0,female,10.0,1.55,52.62,not riding,2.0,2.0
8268,16.0,female,10.0,1.68,69.4,most of the time,2.0,2.0
8269,16.0,female,10.0,1.55,56.7,never,2.0,1.0
8270,16.0,female,10.0,1.6,50.35,not riding,2.0,2.0
8271,16.0,female,11.0,1.47,44.91,not riding,2.0,2.0
8272,16.0,female,10.0,1.55,53.98,not riding,1.0,1.0
8273,16.0,female,10.0,1.63,43.09,most of the time,1.0,1.0
8274,16.0,female,10.0,1.7,53.07,never,2.0,1.0
8275,16.0,female,10.0,1.68,59.42,not riding,2.0,2.0
8276,16.0,female,11.0,1.63,63.5,never,1.0,1.0
8277,16.0,female,11.0,1.65,49.9,never,1.0,2.0
8278,16.0,female,11.0,1.68,65.77,not riding,2.0,1.0
8279,16.0,female,10.0,1.5,64.86,rarely,1.0,1.0
8280,16.0,female,10.0,1.63,54.89,not riding,2.0,1.0
8281,16.0,female,10.0,1.55,45.81,not riding,2.0,1.0
8282,16.0,female,10.0,1.65,61.24,never,2.0,1.0
8283,16.0,female,10.0,1.63,45.81,not riding,2.0,2.0
8284,16.0,female,10.0,1.6,56.7,never,2.0,1.0
8285,16.0,female,10.0,1.63,75.3,not riding,2.0,2.0
8286,16.0,female,9.0,1.68,63.5,never,2.0,1.0
8287,16.0,female,11.0,1.65,57.15,never,2.0,1.0
8288,16.0,female,11.0,1.52,52.62,not riding,1.0,1.0
8289,16.0,female,11.0,1.6,50.35,never,2.0,2.0
8290,16.0,female,10.0,1.5,53.52,not riding,2.0,2.0
8291,16.0,female,11.0,1.68,58.97,rarely,2.0,2.0
8292,16.0,female,11.0,1.5,56.7,not riding,2.0,2.0
8293,16.0,female,10.0,1.7,108.86,not riding,2.0,2.0
8294,16.0,female,11.0,1.6,63.5,never,2.0,1.0
8295,16.0,female,9.0,1.47,74.84,not riding,2.0,1.0
8296,16.0,female,10.0,1.55,54.43,rarely,2.0,2.0
8297,16.0,female,11.0,1.7,66.68,never,2.0,1.0
8298,16.0,female,10.0,1.5,42.18,never,2.0,1.0
8299,16.0,female,11.0,1.5,49.9,never,2.0,2.0
8300,16.0,female,10.0,1.75,72.58,never,1.0,2.0
8301,16.0,female,11.0,1.73,49.9,never,2.0,2.0
8302,16.0,female,10.0,1.68,77.11,never,1.0,1.0
8303,16.0,female,10.0,1.73,58.06,not riding,2.0,1.0
8304,16.0,female,11.0,1.55,75.3,never,2.0,2.0
8305,16.0,female,11.0,1.6,77.11,not riding,2.0,2.0
8306,16.0,female,11.0,1.68,48.54,never,1.0,1.0
8307,16.0,female,10.0,1.57,53.52,not riding,2.0,1.0
8308,16.0,female,10.0,1.55,50.8,not riding,2.0,1.0
8309,16.0,female,9.0,1.68,58.06,never,2.0,2.0
8310,16.0,female,11.0,1.63,77.11,not riding,2.0,2.0
8311,16.0,female,10.0,1.32,33.11,not riding,2.0,2.0
8312,16.0,female,11.0,1.83,78.02,not riding,2.0,2.0
8313,16.0,female,10.0,1.7,48.54,never,2.0,2.0
8314,16.0,female,11.0,1.65,55.34,rarely,2.0,1.0
8315,16.0,female,11.0,1.68,58.97,never,2.0,2.0
8316,16.0,female,10.0,1.65,54.43,rarely,2.0,1.0
8317,16.0,female,11.0,1.57,58.97,never,1.0,1.0
8318,16.0,female,10.0,1.55,54.43,not riding,2.0,1.0
8319,16.0,female,10.0,1.6,76.66,not riding,2.0,1.0
8320,16.0,female,10.0,1.63,68.04,never,1.0,1.0
8321,16.0,female,10.0,1.6,49.9,not riding,2.0,1.0
8322,16.0,female,12.0,1.75,57.61,never,2.0,2.0
8323,16.0,female,9.0,1.52,73.94,never,2.0,2.0
8324,16.0,female,11.0,1.6,44.45,not riding,2.0,2.0
8325,16.0,female,10.0,1.7,51.26,never,1.0,2.0
8326,16.0,female,10.0,1.57,63.5,never,2.0,1.0
8327,16.0,female,9.0,1.57,56.7,rarely,2.0,1.0
8328,16.0,female,10.0,1.52,58.97,never,2.0,1.0
8329,16.0,female,10.0,1.68,45.36,not riding,2.0,1.0
8330,16.0,female,11.0,1.75,90.72,always,2.0,2.0
8331,16.0,female,10.0,1.6,78.93,never,2.0,1.0
8332,16.0,female,11.0,1.55,57.61,never,2.0,2.0
8333,16.0,female,10.0,1.68,58.51,never,2.0,1.0
8334,16.0,female,10.0,1.52,47.17,never,2.0,1.0
8335,16.0,female,10.0,1.52,54.89,not riding,2.0,1.0
8336,16.0,female,10.0,1.27,40.37,never,2.0,2.0
8337,16.0,female,11.0,1.65,92.99,not riding,2.0,2.0
8338,16.0,female,11.0,1.57,49.9,not riding,2.0,2.0
8339,16.0,female,10.0,1.47,41.73,never,2.0,2.0
8340,16.0,female,11.0,1.52,58.51,never,2.0,2.0
8341,16.0,female,10.0,1.63,95.71,not riding,2.0,2.0
8342,16.0,female,11.0,1.57,58.97,never,2.0,1.0
8343,16.0,female,11.0,1.6,49.9,most of the time,2.0,1.0
8344,16.0,female,11.0,1.68,61.24,always,1.0,1.0
8345,16.0,female,10.0,1.88,81.65,never,1.0,1.0
8346,16.0,female,11.0,1.65,58.97,never,2.0,2.0
8347,16.0,female,10.0,1.63,43.55,always,2.0,2.0
8348,16.0,female,11.0,1.73,72.58,not riding,2.0,2.0
8349,16.0,female,10.0,1.73,75.75,never,2.0,2.0
8350,16.0,female,11.0,1.57,47.63,not riding,2.0,2.0
8351,16.0,female,10.0,1.7,61.24,not riding,1.0,2.0
8352,16.0,female,9.0,1.45,45.81,never,2.0,2.0
8353,16.0,female,11.0,1.55,48.99,never,2.0,2.0
8354,16.0,female,11.0,1.6,65.32,not riding,2.0,2.0
8355,16.0,female,9.0,1.6,59.88,not riding,2.0,2.0
8356,16.0,female,10.0,1.55,51.26,never,2.0,2.0
8357,16.0,female,10.0,1.5,41.73,not riding,2.0,1.0
8358,16.0,female,11.0,1.73,71.67,never,2.0,1.0
8359,16.0,female,10.0,1.57,49.9,not riding,2.0,1.0
8360,16.0,female,11.0,1.57,61.69,not riding,2.0,2.0
8361,16.0,female,11.0,1.63,58.06,never,1.0,2.0
8362,16.0,female,10.0,1.5,47.63,not riding,2.0,2.0
8363,16.0,female,10.0,1.73,55.34,never,1.0,1.0
8364,16.0,female,10.0,1.6,54.43,never,2.0,2.0
8365,16.0,female,11.0,1.55,46.72,never,2.0,1.0
8366,16.0,female,10.0,1.6,74.39,not riding,2.0,1.0
8367,16.0,female,10.0,1.5,63.5,rarely,2.0,1.0
8368,16.0,female,11.0,1.6,68.04,never,2.0,1.0
8369,16.0,female,11.0,1.55,71.22,not riding,2.0,2.0
8370,16.0,female,10.0,1.55,56.7,sometimes,2.0,2.0
8371,16.0,female,10.0,1.65,86.64,never,2.0,2.0
8372,16.0,female,10.0,1.5,49.9,never,2.0,1.0
8373,16.0,female,11.0,1.5,72.58,not riding,2.0,2.0
8374,16.0,female,9.0,1.6,61.24,not riding,2.0,1.0
8375,16.0,female,11.0,1.52,40.82,never,2.0,2.0
8376,16.0,female,12.0,1.78,53.98,rarely,2.0,1.0
8377,16.0,female,10.0,1.52,51.26,never,2.0,2.0
8378,16.0,female,10.0,1.65,61.24,never,2.0,2.0
8379,16.0,female,9.0,1.63,57.61,rarely,2.0,1.0
8380,16.0,female,9.0,1.73,81.65,not riding,2.0,1.0
8381,16.0,female,10.0,1.7,77.11,never,2.0,1.0
8382,16.0,female,10.0,1.57,53.07,never,1.0,1.0
8383,16.0,female,11.0,1.52,54.43,never,2.0,2.0
8384,16.0,female,10.0,1.78,88.45,never,2.0,1.0
8385,16.0,female,11.0,1.68,58.97,never,2.0,1.0
8386,16.0,female,11.0,1.65,65.77,never,1.0,1.0
8387,16.0,female,11.0,1.7,63.5,never,2.0,2.0
8388,16.0,female,10.0,1.65,63.5,never,2.0,2.0
8389,16.0,female,10.0,1.68,64.41,rarely,1.0,1.0
8390,16.0,female,10.0,1.75,68.04,never,1.0,1.0
8391,16.0,female,11.0,1.63,74.84,not riding,2.0,2.0
8392,16.0,female,10.0,1.52,58.06,never,1.0,2.0
8393,16.0,female,11.0,1.52,53.98,never,2.0,2.0
8394,16.0,female,11.0,1.57,56.7,not riding,1.0,1.0
8395,16.0,female,10.0,1.57,96.62,rarely,1.0,2.0
8396,16.0,female,10.0,1.65,63.05,never,2.0,2.0
8397,16.0,female,10.0,1.63,68.04,never,2.0,2.0
8398,16.0,female,11.0,1.7,56.7,never,2.0,2.0
8399,16.0,female,9.0,1.57,70.76,never,2.0,2.0
8400,16.0,female,11.0,1.65,58.51,not riding,2.0,2.0
8401,16.0,female,11.0,1.68,54.43,rarely,1.0,1.0
8402,16.0,female,10.0,1.45,54.43,not riding,1.0,1.0
8403,16.0,female,10.0,1.7,76.2,never,1.0,1.0
8404,16.0,female,10.0,1.73,67.13,never,2.0,2.0
8405,16.0,female,11.0,1.63,58.97,not riding,1.0,1.0
8406,16.0,female,10.0,1.57,52.62,not riding,2.0,2.0
8407,16.0,female,11.0,1.63,54.43,not riding,1.0,1.0
8408,16.0,female,10.0,1.55,43.55,never,2.0,2.0
8409,16.0,female,10.0,1.68,66.68,not riding,2.0,2.0
8410,16.0,female,10.0,1.75,54.43,not riding,2.0,2.0
8411,16.0,female,10.0,1.65,81.65,never,2.0,2.0
8412,16.0,female,11.0,1.78,62.14,not riding,1.0,1.0
8413,16.0,female,11.0,1.52,59.88,not riding,2.0,1.0
8414,16.0,female,11.0,1.52,70.31,never,2.0,2.0
8415,16.0,female,10.0,1.68,74.84,never,2.0,2.0
8416,16.0,female,10.0,1.65,60.78,not riding,2.0,2.0
8417,16.0,female,9.0,1.63,49.44,not riding,1.0,2.0
8418,16.0,female,10.0,1.73,61.24,never,2.0,1.0
8419,16.0,female,11.0,1.6,45.36,never,2.0,2.0
8420,16.0,female,10.0,1.63,58.97,rarely,2.0,1.0
8421,16.0,female,10.0,1.57,45.81,rarely,2.0,1.0
8422,16.0,female,11.0,1.8,61.24,not riding,2.0,2.0
8423,16.0,female,10.0,1.55,56.7,not riding,2.0,2.0
8424,16.0,female,11.0,1.63,128.37,not riding,2.0,2.0
8425,16.0,female,11.0,1.8,78.93,always,2.0,1.0
8426,16.0,female,10.0,1.73,59.88,always,1.0,1.0
8427,16.0,female,10.0,1.75,84.82,never,2.0,1.0
8428,16.0,female,10.0,1.73,83.92,not riding,2.0,2.0
8429,16.0,female,10.0,1.7,90.27,never,2.0,1.0
8430,16.0,female,10.0,1.63,49.9,not riding,2.0,2.0
8431,16.0,female,11.0,1.98,92.99,not riding,2.0,1.0
8432,16.0,female,10.0,1.57,56.7,never,2.0,1.0
8433,16.0,female,10.0,1.68,82.1,never,2.0,2.0
8434,16.0,female,10.0,1.7,58.51,not riding,1.0,1.0
8435,16.0,female,11.0,1.68,55.34,sometimes,2.0,1.0
8436,16.0,female,9.0,1.57,65.77,not riding,2.0,2.0
8437,16.0,female,11.0,1.57,56.7,never,2.0,2.0
8438,16.0,female,11.0,1.55,81.65,never,2.0,2.0
8439,16.0,female,11.0,1.57,58.97,not riding,2.0,1.0
8440,16.0,female,10.0,1.57,52.16,never,1.0,1.0
8441,16.0,female,10.0,1.68,58.51,not riding,2.0,2.0
8442,16.0,female,10.0,1.63,54.43,rarely,2.0,1.0
8443,16.0,female,10.0,1.6,104.33,not riding,2.0,2.0
8444,16.0,female,10.0,1.6,58.97,not riding,2.0,1.0
8445,16.0,female,10.0,1.52,77.57,never,2.0,2.0
8446,16.0,female,11.0,1.6,69.4,never,2.0,2.0
8447,16.0,female,10.0,1.63,81.65,not riding,2.0,2.0
8448,16.0,female,9.0,1.57,54.43,never,2.0,2.0
8449,16.0,female,9.0,1.7,67.13,never,1.0,1.0
8450,16.0,female,10.0,1.8,63.5,never,2.0,1.0
8451,16.0,female,11.0,1.57,45.36,not riding,2.0,2.0
8452,16.0,female,11.0,1.65,45.36,not riding,1.0,1.0
8453,16.0,female,11.0,1.63,56.7,never,2.0,2.0
8454,16.0,female,11.0,1.6,61.24,not riding,2.0,2.0
8455,16.0,female,10.0,1.65,73.94,never,2.0,1.0
8456,16.0,female,9.0,1.78,59.88,never,2.0,1.0
8457,16.0,female,11.0,1.55,51.71,not riding,2.0,2.0
8458,16.0,female,10.0,1.65,53.07,not riding,2.0,2.0
8459,16.0,female,11.0,1.85,79.38,most of the time,1.0,1.0
8460,16.0,female,10.0,1.68,83.92,not riding,1.0,1.0
8461,16.0,female,11.0,1.73,64.86,not riding,2.0,2.0
8462,16.0,female,10.0,1.75,74.84,never,2.0,1.0
8463,16.0,female,10.0,1.63,54.43,never,2.0,1.0
8464,16.0,female,10.0,1.52,52.16,not riding,2.0,1.0
8465,16.0,female,10.0,1.6,77.11,never,1.0,1.0
8466,16.0,female,11.0,1.63,59.88,not riding,2.0,2.0
8467,16.0,female,10.0,1.63,63.5,not riding,2.0,2.0
8468,16.0,female,11.0,1.7,54.43,rarely,2.0,2.0
8469,16.0,female,11.0,1.68,63.5,never,2.0,2.0
8470,16.0,female,10.0,1.57,49.9,never,1.0,1.0
8471,16.0,female,11.0,1.7,67.13,not riding,1.0,2.0
8472,16.0,female,11.0,1.73,54.43,not riding,2.0,2.0
8473,16.0,female,9.0,1.6,44.45,never,2.0,2.0
8474,16.0,female,10.0,1.47,56.7,not riding,2.0,2.0
8475,16.0,female,10.0,1.63,58.97,not riding,2.0,2.0
8476,16.0,female,10.0,1.63,62.6,not riding,2.0,2.0
8477,16.0,female,11.0,1.65,58.97,never,2.0,1.0
8478,16.0,female,10.0,1.5,72.58,not riding,1.0,1.0
8479,16.0,female,10.0,1.63,56.7,never,1.0,1.0
8480,16.0,female,10.0,1.8,63.5,never,2.0,1.0
8481,16.0,female,10.0,1.65,57.15,sometimes,2.0,2.0
8482,16.0,female,10.0,1.73,56.7,rarely,1.0,1.0
8483,16.0,female,10.0,1.6,68.04,never,2.0,1.0
8484,16.0,female,10.0,1.63,61.24,never,1.0,1.0
8485,16.0,female,10.0,1.55,54.89,not riding,2.0,1.0
8486,16.0,female,11.0,1.5,52.16,not riding,2.0,2.0
8487,16.0,female,11.0,1.68,58.97,never,2.0,2.0
8488,16.0,female,10.0,1.57,47.63,not riding,2.0,2.0
8489,16.0,female,10.0,1.55,53.07,not riding,2.0,2.0
8490,16.0,female,10.0,1.68,73.94,rarely,2.0,1.0
8491,16.0,female,11.0,1.63,53.07,never,2.0,2.0
8492,16.0,female,10.0,1.68,65.77,most of the time,1.0,1.0
8493,16.0,female,10.0,1.57,47.63,never,2.0,2.0
8494,16.0,female,10.0,1.6,52.16,never,2.0,1.0
8495,16.0,female,9.0,1.65,42.64,always,2.0,2.0
8496,16.0,female,10.0,1.65,52.62,not riding,2.0,2.0
8497,16.0,female,10.0,1.32,49.9,never,2.0,1.0
8498,16.0,female,10.0,1.73,92.99,not riding,2.0,2.0
8499,16.0,female,10.0,1.52,62.6,not riding,2.0,2.0
8500,16.0,female,9.0,1.55,53.98,never,2.0,2.0
8501,16.0,female,10.0,1.65,87.09,always,2.0,1.0
8502,16.0,female,11.0,1.57,75.75,not riding,2.0,2.0
8503,16.0,female,11.0,1.65,53.07,not riding,2.0,2.0
8504,16.0,female,11.0,1.6,52.16,never,1.0,1.0
8505,16.0,female,10.0,1.52,61.24,never,2.0,1.0
8506,16.0,female,11.0,1.68,53.07,never,2.0,1.0
8507,16.0,female,11.0,1.6,52.16,rarely,2.0,2.0
8508,16.0,female,10.0,1.68,78.93,never,2.0,2.0
8509,16.0,female,11.0,1.63,86.18,not riding,2.0,2.0
8510,16.0,female,11.0,1.57,51.71,never,2.0,2.0
8511,16.0,female,11.0,1.7,45.36,not riding,2.0,2.0
8512,16.0,female,10.0,1.63,49.9,not riding,2.0,1.0
8513,16.0,female,10.0,1.6,56.7,never,1.0,1.0
8514,16.0,female,10.0,1.7,61.24,never,1.0,1.0
8515,16.0,female,11.0,1.6,71.22,sometimes,2.0,1.0
8516,16.0,female,11.0,1.65,54.43,not riding,2.0,2.0
8517,16.0,female,11.0,1.63,58.06,not riding,2.0,2.0
8518,16.0,female,11.0,1.73,59.88,not riding,2.0,2.0
